"gene","log2FoldChange","padj","pvalue","metabolite","comparison","region","row_id"
"Pkm",-0.1,0.0155002305820507,7.2738512228618e-05,"UTPpseudoUTP","28_vs_18","cor","cor | 28_vs_18 | UTPpseudoUTP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"CMP","18_vs_3","cor","cor | 18_vs_3 | CMP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"dTMP","18_vs_3","cor","cor | 18_vs_3 | dTMP"
"Acss1",-0.2,0.0117364441969356,0.000212926937537809,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Ass1",0.6,4.05878769800311e-13,1.39113918906057e-16,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Fars2",-0.2,6.94465930173749e-06,1.76139562766854e-08,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"March7",0.2,0.024034600690418,0.00061783488201993,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Mgrn1",0.1,0.0305716458683524,0.000887452192007462,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Pde6d",-0.2,0.0118644417155701,0.000221217997438652,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Slc27a2",0.4,0.00221877249197954,2.20538806784366e-05,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Ube2g1",-0.2,0.000812515795971258,6.1824275673711e-06,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Ube2w",-0.1,0.0300600026644737,0.000857208740637582,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Ubr5",0.1,0.0410465796423516,0.00144498708077986,"AMPdGMP","18_vs_3","cor","cor | 18_vs_3 | AMPdGMP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"CTP","18_vs_3","cor","cor | 18_vs_3 | CTP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"dTTP","18_vs_3","cor","cor | 18_vs_3 | dTTP"
"Dock1",0.2,0.0429829721601831,0.00154394553139128,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Elmo2",-0.2,0.00138929747993233,1.17139834131941e-05,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Gnb4",-0.4,1.59729806905748e-06,2.95633725421935e-09,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Gng13",-0.2,0.0287842899678041,0.000799125132777671,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Iqsec3",0.1,0.0243781025889871,0.000628336068923714,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Kndc1",0.2,0.0234369926614905,0.000589619982641008,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Mcf2l",-0.1,0.040055214993488,0.00138935692258739,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Pde6d",-0.2,0.0118644417155701,0.000221217997438652,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Rgl1",-0.2,0.0301335637919897,0.000861372093587859,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Tiam2",-0.3,9.53749940433672e-06,2.94205835752092e-08,"GMP","18_vs_3","cor","cor | 18_vs_3 | GMP"
"Baiap2",-0.2,0.035991608665065,0.00116387021587282,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Cdc42ep1",0.4,0.00121232417132871,9.97042610622058e-06,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Cdc42se2",-0.1,0.00895837359053985,0.000143083427926774,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Dnm3",0.1,0.0429829721601831,0.00154108077067722,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Dock1",0.2,0.0429829721601831,0.00154394553139128,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Fpgt",-0.3,0.000356550377929015,2.19972127869559e-06,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Gnb4",-0.4,1.59729806905748e-06,2.95633725421935e-09,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Gng13",-0.2,0.0287842899678041,0.000799125132777671,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Iqgap1",0.2,0.0274102841297174,0.000757221312330415,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Kndc1",0.2,0.0234369926614905,0.000589619982641008,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Kpna4",-0.1,0.0118103354310331,0.000218954195741113,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Mcf2l",-0.1,0.040055214993488,0.00138935692258739,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Mlph",1.3,0.00212607209022962,2.07170582429445e-05,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Nras",-0.2,1.72003868626487e-05,5.89538897129446e-08,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Pak1",-0.1,0.0180316931111747,0.00038194359551364,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Rasgrf1",0.2,2.93190258673262e-08,2.81372609091422e-11,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Rhot1",-0.1,0.0410465796423516,0.00144386655623216,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Rims1",-0.1,0.00498570528515366,6.59611406659347e-05,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Tiam2",-0.3,9.53749940433672e-06,2.94205835752092e-08,"GTP","18_vs_3","cor","cor | 18_vs_3 | GTP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"ITP","18_vs_3","cor","cor | 18_vs_3 | ITP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"UMPpseudoUMP","18_vs_3","cor","cor | 18_vs_3 | UMPpseudoUMP"
"Entpd3",0.5,3.9953342108574e-06,9.03797840405088e-09,"UTPpseudoUTP","18_vs_3","cor","cor | 18_vs_3 | UTPpseudoUTP"
"Uap1l1",0.3,0.00308542014458506,3.59556775829078e-05,"UTPpseudoUTP","18_vs_3","cor","cor | 18_vs_3 | UTPpseudoUTP"
"Fto",0.1,0.0385275897469889,0.00130731813303808,"mAMP","18_vs_3","cor","cor | 18_vs_3 | mAMP"
"Fto",0.1,0.0385275897469889,0.00130731813303808,"m6Am","18_vs_3","cor","cor | 18_vs_3 | m6Am"
"Pcif1",0.1,0.0171229057772641,0.0003482340853741,"m6Am","18_vs_3","cor","cor | 18_vs_3 | m6Am"
"Fto",0.1,0.0385275897469889,0.00130731813303808,"mA","18_vs_3","cor","cor | 18_vs_3 | mA"
"Uhrf2",-0.2,0.0114181732793266,0.000202721886437181,"mChm5dC","18_vs_3","cor","cor | 18_vs_3 | mChm5dC"
"Ybx1",-0.2,0.000106166007963428,5.3695242704959e-07,"mChm5dC","18_vs_3","cor","cor | 18_vs_3 | mChm5dC"
"Adcy1",0.2,0.0260734588571213,0.000212350850485833,"AMPdGMP","28_vs_21","cor","cor | 28_vs_21 | AMPdGMP"
"Birc6",0.2,0.0423269486227218,0.000733085295733739,"AMPdGMP","28_vs_21","cor","cor | 28_vs_21 | AMPdGMP"
"Herc1",0.2,0.0326216626959985,0.000380025555118333,"AMPdGMP","28_vs_21","cor","cor | 28_vs_21 | AMPdGMP"
"Huwe1",0.2,0.0279892271773873,0.000242380936381498,"AMPdGMP","28_vs_21","cor","cor | 28_vs_21 | AMPdGMP"
"Mycbp2",0.2,0.0172876544296173,0.000116429302644854,"AMPdGMP","28_vs_21","cor","cor | 28_vs_21 | AMPdGMP"
"Smurf2",0.4,0.0368770775866442,0.000574247658864548,"AMPdGMP","28_vs_21","cor","cor | 28_vs_21 | AMPdGMP"
"Uba6",0.4,0.0445157468095366,0.000775583629980586,"AMPdGMP","28_vs_21","cor","cor | 28_vs_21 | AMPdGMP"
"Pkm",-0.1,0.0488095957768936,0.000921472178747801,"CTP","28_vs_21","cor","cor | 28_vs_21 | CTP"
"Arhgef9",0.2,0.0359761475006098,0.00052563050100902,"GMP","28_vs_21","cor","cor | 28_vs_21 | GMP"
"Herc1",0.2,0.0326216626959985,0.000380025555118333,"GMP","28_vs_21","cor","cor | 28_vs_21 | GMP"
"Adcy1",0.2,0.0260734588571213,0.000212350850485833,"GTP","28_vs_21","cor","cor | 28_vs_21 | GTP"
"Arfgap1",-0.2,0.0331367432168386,0.000403106773153295,"GTP","28_vs_21","cor","cor | 28_vs_21 | GTP"
"Arfgap3",-0.3,0.0172876544296173,0.000107735498215212,"GTP","28_vs_21","cor","cor | 28_vs_21 | GTP"
"Arhgef9",0.2,0.0359761475006098,0.00052563050100902,"GTP","28_vs_21","cor","cor | 28_vs_21 | GTP"
"Eef1a1",-0.1,0.0316531737271552,0.000337247129417599,"GTP","28_vs_21","cor","cor | 28_vs_21 | GTP"
"Erc1",0.3,0.0414910063009372,0.00068011030946897,"GTP","28_vs_21","cor","cor | 28_vs_21 | GTP"
"Herc1",0.2,0.0326216626959985,0.000380025555118333,"GTP","28_vs_21","cor","cor | 28_vs_21 | GTP"
"Pkm",-0.1,0.0488095957768936,0.000921472178747801,"GTP","28_vs_21","cor","cor | 28_vs_21 | GTP"
"Rasgrf1",-0.1,0.0242965945256511,0.000190365070510256,"GTP","28_vs_21","cor","cor | 28_vs_21 | GTP"
"Pkm",-0.1,0.0488095957768936,0.000921472178747801,"ITP","28_vs_21","cor","cor | 28_vs_21 | ITP"
"Pkm",-0.1,0.0488095957768936,0.000921472178747801,"UTPpseudoUTP","28_vs_21","cor","cor | 28_vs_21 | UTPpseudoUTP"
"Cept1",-0.1,0.026671278733145,0.00175606202871424,"CMP","21_vs_3","cor","cor | 21_vs_3 | CMP"
"Cmpk1",-0.1,0.021202175081516,0.00122546399438803,"CMP","21_vs_3","cor","cor | 21_vs_3 | CMP"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"CMP","21_vs_3","cor","cor | 21_vs_3 | CMP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"CMP","21_vs_3","cor","cor | 21_vs_3 | CMP"
"Cmpk1",-0.1,0.021202175081516,0.00122546399438803,"dCMP","21_vs_3","cor","cor | 21_vs_3 | dCMP"
"Dctd",-0.4,0.018501754580802,0.00098659942940652,"dCMP","21_vs_3","cor","cor | 21_vs_3 | dCMP"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"dTMP","21_vs_3","cor","cor | 21_vs_3 | dTMP"
"Slc29a4",-0.9,0.00321165099084702,8.70956200907666e-05,"I","21_vs_3","cor","cor | 21_vs_3 | I"
"Acsm5",2,0.00572988991930901,0.000181533670194536,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Ak3",-0.1,0.00447476453626658,0.000130100715982718,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Ass1",0.6,3.82023183130952e-15,1.74326093997175e-18,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Chfr",-0.2,0.0293220792507923,0.00200652191464255,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Dars",-0.1,0.00183961986660029,4.23328430840874e-05,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Fars2",-0.2,1.45441576176096e-06,6.06796667227521e-09,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Lig1",0.3,0.0204887355623088,0.0011633434598938,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"March7",0.1,0.0178436847150787,0.000920150897697074,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Mars2",-0.2,0.0490676214106232,0.00434246640530963,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Mgrn1",0.1,0.00347847332898608,9.61455470332527e-05,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Nudt5",-0.1,0.00801998227913562,0.000290685146492791,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Pde6d",-0.1,0.0184212175254061,0.000974475130512994,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Pde8a",0.3,0.0224414417475137,0.00134151252167341,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Prps2",-0.2,0.00134161100080483,2.76368367832024e-05,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Rnf138",-0.1,0.0287603884464745,0.00195923115557796,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Slc27a2",0.4,0.00181843354095317,4.16853990399182e-05,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Ube2b",-0.1,0.016546513353679,0.000823011061855087,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Ube2f",-0.1,0.0122507369755755,0.000532070963739234,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Ube2g1",-0.2,0.000455337873433488,6.91614892503278e-06,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Ube2h",-0.1,0.0215297060188137,0.00126736144295885,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Ube2n",-0.1,0.0289277385562785,0.00197440301619449,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Ube2w",-0.1,0.0154510607519419,0.000749386518868632,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Ubr4",0.1,0.032895122320409,0.00239100791311969,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Vars",0.1,0.0225400393412755,0.0013503452512798,"AMPdGMP","21_vs_3","cor","cor | 21_vs_3 | AMPdGMP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"C","21_vs_3","cor","cor | 21_vs_3 | C"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"CTP","21_vs_3","cor","cor | 21_vs_3 | CTP"
"Polr2l",-0.2,0.0133875608638371,0.000601305699816412,"CTP","21_vs_3","cor","cor | 21_vs_3 | CTP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"CTP","21_vs_3","cor","cor | 21_vs_3 | CTP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"dCTP","21_vs_3","cor","cor | 21_vs_3 | dCTP"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"dTTP","21_vs_3","cor","cor | 21_vs_3 | dTTP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"dTTP","21_vs_3","cor","cor | 21_vs_3 | dTTP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"dUTP","21_vs_3","cor","cor | 21_vs_3 | dUTP"
"Abi1",-0.1,0.0265919965731501,0.00174044097519184,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Arhgef17",0.1,0.0154088279596885,0.000742315766767263,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Atic",0.2,0.0324947319318599,0.00234626798432225,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Cdc42",-0.1,0.00737555615073563,0.000258673351310024,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Ctnnal1",0.4,7.59118663192868e-05,7.62343212290102e-07,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Dlg4",-0.1,0.0376301673820984,0.00289217518536466,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Dock1",0.4,4.82966792533083e-05,4.18739135638201e-07,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Elmo2",-0.2,3.47391024397701e-05,2.83076128094607e-07,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Gnai2",0.1,0.0008357001354211,1.46547155429124e-05,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Gnaz",-0.1,0.0166960552362181,0.000831537561960273,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Gnb4",-0.6,1.34630263072924e-13,1.05317024568128e-16,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Gng10",-0.2,0.0495689379219243,0.00441402667544646,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Gng11",0.3,0.0434831708013465,0.00361698343823456,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Hras",-0.1,0.0299171883489054,0.00208413721276704,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Iqsec3",0.2,1.42129800616518e-06,5.83714305009169e-09,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Kndc1",0.2,0.00143539015156439,3.01875141312731e-05,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Mcf2l",-0.1,0.00356264116806178,9.91686948345751e-05,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Pde6d",-0.1,0.0184212175254061,0.000974475130512994,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Pde8a",0.3,0.0224414417475137,0.00134151252167341,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Sorbs3",0.2,0.0193211278308359,0.00106221389924263,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Tiam2",-0.2,0.00031651003121361,4.34542425628728e-06,"GMP","21_vs_3","cor","cor | 21_vs_3 | GMP"
"Abi1",-0.1,0.0265919965731501,0.00174044097519184,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Arfgap1",0.1,0.0284957079040574,0.00192633957604352,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Arfgef2",0.2,0.022816577048561,0.00137286183936257,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Arl4c",0.1,0.0279650406448902,0.00188135084390656,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Bcr",0.2,0.0188435542247506,0.001017109706525,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Blzf1",-0.2,0.0111983719255292,0.000464662379490782,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Cdc42",-0.1,0.00737555615073563,0.000258673351310024,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Cdc42ep1",0.4,4.0257125653173e-06,2.12570220202543e-08,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Cdc42se2",-0.2,3.07467303318156e-06,1.56339306771944e-08,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Dnm3",0.1,0.0245495643866894,0.00153314750211528,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Dock1",0.4,4.82966792533083e-05,4.18739135638201e-07,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Fnbp1",0.2,0.0123161045837613,0.000537926341011737,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Fnbp1l",-0.2,0.0139514462822899,0.000641184460822318,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Fpgt",-0.3,0.000145884903138514,1.74985802982311e-06,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Gbp6",0.8,0.0464114938922726,0.00397250922298266,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Gimap1",-0.7,0.00752047648334137,0.000265226713004412,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Gmppa",0.1,0.0257845184803721,0.00164893172289733,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Gnb4",-0.6,1.34630263072924e-13,1.05317024568128e-16,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Gng10",-0.2,0.0495689379219243,0.00441402667544646,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Gng11",0.3,0.0434831708013465,0.00361698343823456,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Hbs1l",-0.1,0.0266284671300644,0.0017461949034418,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Hras",-0.1,0.0299171883489054,0.00208413721276704,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Ipo7",-0.2,0.014864068284099,0.000697661614377529,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Kndc1",0.2,0.00143539015156439,3.01875141312731e-05,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Kpna3",-0.1,0.0188513030785434,0.00101875686128504,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Kpna4",-0.1,0.00566749443558627,0.000178448488421654,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Mapkap1",-0.1,0.015942661922595,0.00078504479108443,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Mcf2l",-0.1,0.00356264116806178,9.91686948345751e-05,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Mlph",1.4,0.000269860502587818,3.51838986424795e-06,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Nras",-0.2,1.61209191948667e-05,1.15599811697219e-07,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Ola1",-0.1,0.0426465081554612,0.00350290744953593,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Pak1",-0.1,0.0112132421201716,0.000466469767094413,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Pdcl",-0.2,0.0178830048791562,0.000926791973854573,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rab11fip5",0.2,1.29844550520883e-05,9.05695365432498e-08,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rab1a",-0.1,0.0195161121753825,0.00108012902456973,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rap1gds1",-0.1,0.0377887529813937,0.00291613656432648,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rap2a",-0.1,0.026671278733145,0.00175591959634086,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rap2b",-0.1,0.0498975192926397,0.00445550401224844,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rasgrf1",0.2,1.7192039332373e-10,3.02597823972668e-13,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rassf2",0.2,0.0421457574361708,0.00343704971008146,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rhot1",-0.1,0.036282170087997,0.00272944095707617,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rims1",-0.1,0.00396840949544501,0.00011330921505899,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Rnd1",-0.2,0.0218757811164376,0.00129451404448755,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Sorbs3",0.2,0.0193211278308359,0.00106221389924263,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Stau2",-0.1,0.0157901461608183,0.000775096483643817,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Sucla2",-0.1,0.00951501340138275,0.000372429336664484,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Tiam2",-0.2,0.00031651003121361,4.34542425628728e-06,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Tuba1a",-0.1,0.00112013261659548,2.14246543475033e-05,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Tubb2a",-0.2,0.00915393920025691,0.000352671321209376,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Xpo7",-0.1,0.032480863645321,0.00233337103892723,"GTP","21_vs_3","cor","cor | 21_vs_3 | GTP"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"ITP","21_vs_3","cor","cor | 21_vs_3 | ITP"
"Sucla2",-0.1,0.00951501340138275,0.000372429336664484,"ITP","21_vs_3","cor","cor | 21_vs_3 | ITP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"ITP","21_vs_3","cor","cor | 21_vs_3 | ITP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"UpseudoU","21_vs_3","cor","cor | 21_vs_3 | UpseudoU"
"Cmpk1",-0.1,0.021202175081516,0.00122546399438803,"UMPpseudoUMP","21_vs_3","cor","cor | 21_vs_3 | UMPpseudoUMP"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"UMPpseudoUMP","21_vs_3","cor","cor | 21_vs_3 | UMPpseudoUMP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"UMPpseudoUMP","21_vs_3","cor","cor | 21_vs_3 | UMPpseudoUMP"
"Ak3",-0.1,0.00447476453626658,0.000130100715982718,"UTPpseudoUTP","21_vs_3","cor","cor | 21_vs_3 | UTPpseudoUTP"
"Entpd3",0.4,5.99818261856518e-05,5.7088309146709e-07,"UTPpseudoUTP","21_vs_3","cor","cor | 21_vs_3 | UTPpseudoUTP"
"Polr2l",-0.2,0.0133875608638371,0.000601305699816412,"UTPpseudoUTP","21_vs_3","cor","cor | 21_vs_3 | UTPpseudoUTP"
"Uap1l1",0.3,0.000387470788292651,5.58467194613089e-06,"UTPpseudoUTP","21_vs_3","cor","cor | 21_vs_3 | UTPpseudoUTP"
"Uck2",-0.2,0.0108424031649982,0.000441753714349666,"UTPpseudoUTP","21_vs_3","cor","cor | 21_vs_3 | UTPpseudoUTP"
"Ugp2",-0.2,0.00178949457952396,4.04794406189578e-05,"UTPpseudoUTP","21_vs_3","cor","cor | 21_vs_3 | UTPpseudoUTP"
"Tdg",-0.2,0.0263038435682125,0.00170614891462656,"ca5dC","21_vs_3","cor","cor | 21_vs_3 | ca5dC"
"Fto",0.1,0.00031651003121361,4.33880609815725e-06,"mAMP","21_vs_3","cor","cor | 21_vs_3 | mAMP"
"Tdg",-0.2,0.0263038435682125,0.00170614891462656,"f5dC","21_vs_3","cor","cor | 21_vs_3 | f5dC"
"Tdg",-0.2,0.0263038435682125,0.00170614891462656,"f5dCTP","21_vs_3","cor","cor | 21_vs_3 | f5dCTP"
"Tdg",-0.2,0.0263038435682125,0.00170614891462656,"m5dC","21_vs_3","cor","cor | 21_vs_3 | m5dC"
"Fto",0.1,0.00031651003121361,4.33880609815725e-06,"m6Am","21_vs_3","cor","cor | 21_vs_3 | m6Am"
"Pcif1",0.2,0.000596823420965086,9.64877499343816e-06,"m6Am","21_vs_3","cor","cor | 21_vs_3 | m6Am"
"Hnrnpc",-0.1,0.00854964240654972,0.000316697222432202,"m6dA","21_vs_3","cor","cor | 21_vs_3 | m6dA"
